Date,Ax,Ay,Weight,Bx,By
5/23/2022,-196.9664582,1.44215043,0,630604.5421,4054579.458
5/23/2022,-196.9664582,2.661078244,0,630605.4782,4054580.239
5/23/2022,-196.9664582,3.880006057,0,630606.4143,4054581.019
5/23/2022,-196.9664582,5.098933871,121.5838191,630607.3503,4054581.8
5/23/2022,-196.9664582,6.317861685,243.1676383,630608.2864,4054582.581
5/23/2022,-196.9664582,7.536789498,243.1676383,630609.2224,4054583.362
5/23/2022,-196.9664582,8.755717312,243.1676383,630610.1585,4054584.142
5/23/2022,-196.9664582,9.974645125,243.1676383,630611.0946,4054584.923
5/23/2022,-196.9664582,11.19357294,243.1676383,630612.0306,4054585.704
5/23/2022,-196.9664582,12.41250075,166.2929891,630612.9667,4054586.485
5/23/2022,-196.9664582,13.63142857,140.6681061,630613.9028,4054587.265
5/23/2022,-196.9664582,14.85035638,140.6681061,630614.8388,4054588.046
5/23/2022,-196.9664582,16.06928419,140.6681061,630615.7749,4054588.827
5/23/2022,-196.9664582,17.28821201,140.6681061,630616.711,4054589.608
5/23/2022,-196.9664582,18.50713982,140.6681061,630617.647,4054590.388
5/23/2022,-196.9664582,19.72606763,140.6681061,630618.5831,4054591.169
5/23/2022,-196.9664582,20.94499545,0,630619.5192,4054591.95
5/23/2022,-196.9664582,22.16392326,204.5528641,630620.4552,4054592.731
5/23/2022,-196.9664582,23.38285108,272.7371521,630621.3913,4054593.511
5/23/2022,-196.9664582,24.60177889,272.7371521,630622.3273,4054594.292
5/23/2022,-196.9664582,25.8207067,272.7371521,630623.2634,4054595.073
5/23/2022,-196.9664582,27.03963452,136.368576,630624.1995,4054595.854
5/23/2022,-196.9664582,28.25856233,0,630625.1355,4054596.634
5/23/2022,-196.9664582,29.47749014,0,630626.0716,4054597.415
5/23/2022,-196.9664582,30.69641796,0,630627.0077,4054598.196
5/23/2022,-196.9664582,31.91534577,0,630627.9437,4054598.977
5/23/2022,-196.9664582,33.13427358,0,630628.8798,4054599.757
5/23/2022,-196.9664582,34.3532014,0,630629.8159,4054600.538
5/23/2022,-196.9664582,35.57212921,0,630630.7519,4054601.319
5/23/2022,-196.9664582,36.79105702,31.94843044,630631.688,4054602.1
5/23/2022,-196.9664582,38.00998484,452.7656255,630632.624,4054602.88
5/23/2022,-196.9664582,39.22891265,161.1608614,630633.5601,4054603.661
5/23/2022,-196.9664582,40.44784047,161.1608614,630634.4962,4054604.442
5/23/2022,-196.9664582,41.66676828,161.1608614,630635.4322,4054605.223
5/23/2022,-196.9664582,42.88569609,161.1608614,630636.3683,4054606.003
5/23/2022,-196.9664582,44.10462391,161.1608614,630637.3044,4054606.784
5/23/2022,-196.9664582,45.32355172,161.1608614,630638.2404,4054607.565
5/23/2022,-196.9664582,46.54247953,290.2796736,630639.1765,4054608.346
5/23/2022,-196.9664582,47.76140735,127.7937217,630640.1126,4054609.126
5/23/2022,-196.9664582,48.98033516,127.7937217,630641.0486,4054609.907
5/23/2022,-196.9664582,50.19926297,63.89686087,630641.9847,4054610.688
5/23/2022,-196.9664582,51.41819079,0,630642.9208,4054611.469
5/23/2022,-196.9664582,52.6371186,0,630643.8568,4054612.249
5/23/2022,-196.9664582,53.85604642,0,630644.7929,4054613.03
5/23/2022,-196.9664582,55.07497423,0,630645.7289,4054613.811
5/23/2022,-196.9664582,56.29390204,165.1072098,630646.665,4054614.592
5/23/2022,-196.9664582,57.51282986,220.1429463,630647.6011,4054615.372
5/23/2022,-196.9664582,58.73175767,249.4027977,630648.5371,4054616.153
5/23/2022,-196.9664582,59.95068548,337.1823519,630649.4732,4054616.934
5/23/2022,-196.9664582,61.1696133,337.1823519,630650.4093,4054617.715
5/23/2022,-196.9664582,62.38854111,337.1823519,630651.3453,4054618.495
5/23/2022,-196.9664582,63.60746892,117.0394056,630652.2814,4054619.276
5/23/2022,-196.9664582,64.82639674,117.0394056,630653.2175,4054620.057
5/23/2022,-196.9664582,66.04532455,117.0394056,630654.1535,4054620.838
5/23/2022,-196.9664582,67.26425236,117.0394056,630655.0896,4054621.618
