Date,Ax,Ay,Weight,Bx,By
9/14/2022,-196.9664582,1.44215043,0,630604.5421,4054579.458
9/14/2022,-196.9664582,2.661078244,0,630605.4782,4054580.239
9/14/2022,-196.9664582,3.880006057,0,630606.4143,4054581.019
9/14/2022,-196.9664582,5.098933871,0,630607.3503,4054581.8
9/14/2022,-196.9664582,6.317861685,0,630608.2864,4054582.581
9/14/2022,-196.9664582,7.536789498,0,630609.2224,4054583.362
9/14/2022,-196.9664582,8.755717312,0,630610.1585,4054584.142
9/14/2022,-196.9664582,9.974645125,0,630611.0946,4054584.923
9/14/2022,-196.9664582,11.19357294,0,630612.0306,4054585.704
9/14/2022,-196.9664582,12.41250075,0,630612.9667,4054586.485
9/14/2022,-196.9664582,13.63142857,0,630613.9028,4054587.265
9/14/2022,-196.9664582,14.85035638,0,630614.8388,4054588.046
9/14/2022,-196.9664582,16.06928419,0,630615.7749,4054588.827
9/14/2022,-196.9664582,17.28821201,0,630616.711,4054589.608
9/14/2022,-196.9664582,18.50713982,0,630617.647,4054590.388
9/14/2022,-196.9664582,19.72606763,152.6180404,630618.5831,4054591.169
9/14/2022,-196.9664582,20.94499545,152.6180404,630619.5192,4054591.95
9/14/2022,-196.9664582,22.16392326,152.6180404,630620.4552,4054592.731
9/14/2022,-196.9664582,23.38285108,152.6180404,630621.3913,4054593.511
9/14/2022,-196.9664582,24.60177889,152.6180404,630622.3273,4054594.292
9/14/2022,-196.9664582,25.8207067,152.6180404,630623.2634,4054595.073
9/14/2022,-196.9664582,27.03963452,152.6180404,630624.1995,4054595.854
9/14/2022,-196.9664582,28.25856233,152.6180404,630625.1355,4054596.634
9/14/2022,-196.9664582,29.47749014,152.6180404,630626.0716,4054597.415
9/14/2022,-196.9664582,30.69641796,152.6180404,630627.0077,4054598.196
9/14/2022,-196.9664582,31.91534577,152.6180404,630627.9437,4054598.977
9/14/2022,-196.9664582,33.13427358,152.6180404,630628.8798,4054599.757
9/14/2022,-196.9664582,34.3532014,76.30902022,630629.8159,4054600.538
9/14/2022,-196.9664582,35.57212921,0,630630.7519,4054601.319
9/14/2022,-196.9664582,36.79105702,0,630631.688,4054602.1
9/14/2022,-196.9664582,38.00998484,4.722099089,630632.624,4054602.88
9/14/2022,-196.9664582,39.22891265,9.444198178,630633.5601,4054603.661
9/14/2022,-196.9664582,40.44784047,9.444198178,630634.4962,4054604.442
9/14/2022,-196.9664582,41.66676828,41.27153329,630635.4322,4054605.223
9/14/2022,-196.9664582,42.88569609,136.7535386,630636.3683,4054606.003
9/14/2022,-196.9664582,44.10462391,136.7535386,630637.3044,4054606.784
9/14/2022,-196.9664582,45.32355172,136.7535386,630638.2404,4054607.565
9/14/2022,-196.9664582,46.54247953,136.7535386,630639.1765,4054608.346
9/14/2022,-196.9664582,47.76140735,136.7535386,630640.1126,4054609.126
9/14/2022,-196.9664582,48.98033516,136.7535386,630641.0486,4054609.907
9/14/2022,-196.9664582,50.19926297,230.6643231,630641.9847,4054610.688
9/14/2022,-196.9664582,51.41819079,105.850399,630642.9208,4054611.469
9/14/2022,-196.9664582,52.6371186,105.850399,630643.8568,4054612.249
9/14/2022,-196.9664582,53.85604642,105.850399,630644.7929,4054613.03
9/14/2022,-196.9664582,55.07497423,105.850399,630645.7289,4054613.811
9/14/2022,-196.9664582,56.29390204,105.850399,630646.665,4054614.592
9/14/2022,-196.9664582,57.51282986,105.850399,630647.6011,4054615.372
9/14/2022,-196.9664582,58.73175767,105.850399,630648.5371,4054616.153
9/14/2022,-196.9664582,59.95068548,105.850399,630649.4732,4054616.934
9/14/2022,-196.9664582,61.1696133,105.850399,630650.4093,4054617.715
9/14/2022,-196.9664582,62.38854111,105.850399,630651.3453,4054618.495
9/14/2022,-196.9664582,63.60746892,105.850399,630652.2814,4054619.276
9/14/2022,-196.9664582,64.82639674,105.850399,630653.2175,4054620.057
9/14/2022,-196.9664582,66.04532455,105.850399,630654.1535,4054620.838
9/14/2022,-196.9664582,67.26425236,105.850399,630655.0896,4054621.618
9/14/2022,-196.9664582,68.48318018,105.850399,630656.0256,4054622.399
9/14/2022,-196.9664582,69.70210799,105.850399,630656.9617,4054623.18
9/14/2022,-196.9664582,70.92103581,105.850399,630657.8978,4054623.961
9/14/2022,-196.9664582,72.13996362,105.850399,630658.8338,4054624.741
9/14/2022,-196.9664582,73.35889143,105.850399,630659.7699,4054625.522
9/14/2022,-196.9664582,74.57781925,69.74306321,630660.706,4054626.303
9/14/2022,-196.9664582,75.79674706,0,630661.642,4054627.084
9/14/2022,-196.9664582,77.01567487,0,630662.5781,4054627.864
9/14/2022,-196.9664582,78.23460269,0,630663.5142,4054628.645
9/14/2022,-196.9664582,79.4535305,0,630664.4502,4054629.426
9/14/2022,-196.9664582,80.67245831,0,630665.3863,4054630.207
9/14/2022,-196.9664582,81.89138613,0,630666.3224,4054630.987
9/14/2022,-195.7475304,1.44215043,0,630605.3229,4054578.522
9/14/2022,-195.7475304,2.661078244,0,630606.2589,4054579.303
9/14/2022,-195.7475304,3.880006057,0,630607.195,4054580.083
9/14/2022,-195.7475304,5.098933871,1.805957001,630608.1311,4054580.864
9/14/2022,-195.7475304,6.317861685,3.611914001,630609.0671,4054581.645
9/14/2022,-195.7475304,7.536789498,3.611914001,630610.0032,4054582.426
9/14/2022,-195.7475304,8.755717312,3.611914001,630610.9393,4054583.206
9/14/2022,-195.7475304,9.974645125,2.708935501,630611.8753,4054583.987
9/14/2022,-195.7475304,11.19357294,0,630612.8114,4054584.768
9/14/2022,-195.7475304,12.41250075,0,630613.7475,4054585.549
9/14/2022,-195.7475304,13.63142857,136.8587819,630614.6835,4054586.329
9/14/2022,-195.7475304,14.85035638,136.8587819,630615.6196,4054587.11
9/14/2022,-195.7475304,16.06928419,136.8587819,630616.5556,4054587.891
9/14/2022,-195.7475304,17.28821201,136.8587819,630617.4917,4054588.672
9/14/2022,-195.7475304,18.50713982,136.8587819,630618.4278,4054589.452
9/14/2022,-195.7475304,19.72606763,105.850399,630619.3638,4054590.233
9/14/2022,-195.7475304,20.94499545,105.850399,630620.2999,4054591.014
9/14/2022,-195.7475304,22.16392326,105.850399,630621.236,4054591.795
9/14/2022,-195.7475304,23.38285108,105.850399,630622.172,4054592.575
9/14/2022,-195.7475304,24.60177889,105.850399,630623.1081,4054593.356
9/14/2022,-195.7475304,25.8207067,105.850399,630624.0442,4054594.137
9/14/2022,-195.7475304,27.03963452,105.850399,630624.9802,4054594.918
9/14/2022,-195.7475304,28.25856233,105.850399,630625.9163,4054595.698
9/14/2022,-195.7475304,29.47749014,105.850399,630626.8523,4054596.479
9/14/2022,-195.7475304,30.69641796,105.850399,630627.7884,4054597.26
9/14/2022,-195.7475304,31.91534577,105.850399,630628.7245,4054598.041
9/14/2022,-195.7475304,33.13427358,240.9671965,630629.6605,4054598.821
9/14/2022,-195.7475304,34.3532014,76.30902022,630630.5966,4054599.602
9/14/2022,-195.7475304,35.57212921,0,630631.5327,4054600.383
